Issue_Sym_Id,Issue_Short_Nm,Status,Issue_Type_Cd
CWTD,CHINA WORLD TRADE,ACTIVE,Common Stock
CWYRE,COLORADO WYOMNG RESR,ACTIVE,Common Stock
CXAC,CROSS ATLANTIC COMMD,ACTIVE,Common Stock
CXBT,CENTRIX BANK & TRUST,ACTIVE,Common Stock
CXIA,COMMODORE APPLIED TK,ACTIVE,Common Stock
CXPE,CROSSPOINT ENERGY CO,ACTIVE,Common Stock
CXPO,CRIMSON EXPLORATION,ACTIVE,Common Stock
CYBA,CANYON BANCORP (CA),ACTIVE,Common Stock
CYBD,CYBER DIGITAL INC,ACTIVE,Common Stock
CYBL,CYBERLUX CORP,ACTIVE,Common Stock
CYCR,CYTOCORE INC,ACTIVE,Common Stock
CYDE,CYBERDEFENDER CORPOR,ACTIVE,Common Stock
CYDF,CYBER DEFENSE SYSTEM,ACTIVE,Common Stock
CYDY,CYTODYN INC,ACTIVE,Common Stock
CYFD,"CYBERFUND, INC.",ACTIVE,Common Stock
CYFL,CENTURY FINANCIAL MI,ACTIVE,Common Stock
CYGX,CYTOGENIX INC,ACTIVE,Common Stock
CYIO,CYIOS CORPORATION,ACTIVE,Common Stock
CYKN,CYBERKINETICS NEURO,ACTIVE,Common Stock
CYOO,CANYON COPPER CORP,ACTIVE,Common Stock
CYPE,CENTURY PETROLEUM,ACTIVE,Common Stock
CYPL,CYPLASIN BIOMEDICAL,ACTIVE,Common Stock
CYRP,CYBRA CORPORATION,ACTIVE,Common Stock
CYRX,CRYOPORT INC,ACTIVE,Common Stock
CYSM,COMMUNITY BK S MARIA,ACTIVE,Common Stock
CYTA,CYTTA CORP.,ACTIVE,Common Stock
CYTV,CHINA YOUTV CORP,ACTIVE,Common Stock
CYXI,CHINA YINGXIA INTL,ACTIVE,Common Stock
CZBS,CITIZENS BANCSHS GA,ACTIVE,Common Stock
CZBT,CITIZENS BANCORP VA,ACTIVE,Common Stock
CZCY,CITIZENS COMM BK ID,ACTIVE,Common Stock
CZFS,CITIZENS FINCL SVCS,ACTIVE,Common Stock
CZICF,CANADIAN ZINC CORP,ACTIVE,Ordinary Shares
CZNB,CITIZENS BANCORP CA,ACTIVE,Common Stock
CZNL,CITIZENS NATL CP KY,ACTIVE,Common Stock
CZYB,CITIZENS CMTY BANK,ACTIVE,Common Stock
DAAT,DAC TECH GRP INTL,ACTIVE,Common Stock
DANA,DANAPC.COM,ACTIVE,Common Stock
DAVN,DAVI SKIN INC,ACTIVE,Common Stock
DBCP,DELMAR BANCORP,ACTIVE,Common Stock
DBGF,DE BEIRA GOLDFIELD,ACTIVE,Common Stock
DBTB,DEBUT BROADCASTING,ACTIVE,Common Stock
DBTC,DIABETIC TREATMT CTR,ACTIVE,Common Stock
DBVB,DIABLO VALLEY BK CA,ACTIVE,Common Stock
DBVBP,DIABLO VALLEY BK PFD,ACTIVE,Preferred Stock
DCBC,DESERT COMMERCIAL BK,ACTIVE,Common Stock
DCBF,DCB FINANCIAL CORP,ACTIVE,Common Stock
DCFFE,"DIET COFFEE, INC.",ACTIVE,Common Stock
DCIU,DCI USA INC,ACTIVE,Common Stock
DCLT,DATA CALL TECHNOLOGI,ACTIVE,Common Stock
DCUV,DIGICURVE INC,ACTIVE,Common Stock
DCVT,DISCOVERY TECHS NEW,ACTIVE,Common Stock
DCZI,"DECORIZE, INC.",ACTIVE,Common Stock
DEEA,"DEEAS RESOURCES, INC",ACTIVE,Common Stock
DEGH,DOUBLE EAGLE HOLDING,ACTIVE,Common Stock
DEWY,DEWEY ELECTRONICS CORP,ACTIVE,Common Stock
DEXT,DEXTERITY SURGICAL,ACTIVE,Common Stock
DFCOE,DALRADA FINANCIAL,ACTIVE,Common Stock
DFDR,DIAMOND RANCH FOODS,ACTIVE,Common Stock
DFNS,DEFENSE IND INTL INC,ACTIVE,Common Stock
DFRS,DEERFIELD RESOURCES,ELIGIBLE,Common Stock
DFTW,DRIFTWOOD VENTURES,ACTIVE,Common Stock
DGCO,DIGICORP,ACTIVE,Common Stock
DGIR,DIGITAL IMAGING RES,ACTIVE,Common Stock
DGLP,DIGITALPOST INTERACT,ACTIVE,Common Stock
DGLY,DIGITAL ALLY INC,ACTIVE,Common Stock
DGNG,DIGUANG INTL DEV CO,ACTIVE,Common Stock
DGTC,DEL GLOBAL TECH CORP,ACTIVE,Common Stock
DGTL,DIGITAL LEARNING MGT,ACTIVE,Common Stock
DGTW,DIGITALTOWN INC,ACTIVE,Common Stock
DHCC,DIAMONDHEAD CASINO,ACTIVE,Common Stock
DIAAF,DIAMANT ART CORP,ACTIVE,Ordinary Shares
DIGL,DIGITAL LIGHTWAVE,ACTIVE,Common Stock
DIMC,DIMECO INC,ACTIVE,Common Stock
DIRI,DIRECT INSITE CP,ACTIVE,Common Stock
DJRT,DALE JARRETT RACING,ACTIVE,Common Stock
DJSW,DATAJUNGLE SOFTWARE,ACTIVE,Common Stock
DKAM,DRINKS AMERICAS HLDG,ACTIVE,Common Stock
DKDY,DARK DYNAMITE INC,ACTIVE,Common Stock
DLAV,DEALERADVANCE INC,ACTIVE,Common Stock
DLGO,DIALOG GROUP INC,ACTIVE,Common Stock
DLKM,DOUGLAS LAKE MINERAL,ACTIVE,Common Stock
DLKRE,DELEK RESOURCES INC,ACTIVE,Common Stock
DLNO,DELANCO BANCORP (NJ),ACTIVE,Common Stock
DLOV,DALECO RESOURCES CP,ACTIVE,Common Stock
DLSL,DELI SOLAR (USA) INC,ACTIVE,Common Stock
DLTM,DELTA MUTUAL INC NEW,ACTIVE,Common Stock
DMAM,DMA MINERALS INC.,ACTIVE,Common Stock
DMAT,DEMATCO INC,ACTIVE,Common Stock
DMCP,DATAMETRICS CORP,ACTIVE,Common Stock
DMDD,DIAMOND DISCOV INTL,ACTIVE,Common Stock
DMKB,DENMARK BANCSHARES I,ACTIVE,Common Stock
DMOI,DIAMOND I INC,ACTIVE,Common Stock
DMSI,DERMISONICS INC,ACTIVE,Common Stock
DMSP,"DIRT MOTOR SPORTS, I",ACTIVE,Common Stock
DMXF,DOMAR EXOTIC FURNISH,ACTIVE,Common Stock
DNAG,DNAPRINT GENOMICS,ACTIVE,Common Stock
DNBF,DNB FINL CORP,ACTIVE,Common Stock
DNIA,DENIA ENTERPRISES,ACTIVE,Common Stock
DNYFF,DYNASTY GAMING INC,ACTIVE,Ordinary Shares
DOIG,DELTA OIL & GAS INC,ACTIVE,Common Stock
DOLL,MIDDLETON DOLL CO,ACTIVE,Common Stock
DOLLP,MIDDLETON DOLL PFD#,ACTIVE,Preferred Stock
DOMR,DOMAIN REGISTRATION,ACTIVE,Common Stock
DORB,DOR BIOPHARMA INC,ACTIVE,Common Stock
DOVP,DOV PHARMACEUTICAL,ACTIVE,Common Stock
DOVPW,DOV PHARMA INC WTS,ACTIVE,Warrant
DPAC,DPAC TECH CORP,ACTIVE,Common Stock
DPAT,DENTAL PATIENT CARE,ACTIVE,Common Stock
DPDW,"DEEP DOWN, INC.",ACTIVE,Common Stock
DPPT,DISPATCH AUTO PARTS,ACTIVE,Common Stock
DPRI,DIVERSIFIED PRODUCT,ACTIVE,Common Stock
DPSS,DRIVER PASSPORT INC,ACTIVE,Common Stock
DPSY,DISASTER PREPAREDNES,ELIGIBLE,Common Stock
DRGG,DRAGON INTL GROUP CP,ACTIVE,Common Stock
DRGP,DYNAMIC RESPONSE GRO,ACTIVE,Common Stock
DRUG,DRAGON PHARMA INC,ACTIVE,Common Stock
DSBO,"DISABOOM, INC.",ACTIVE,Common Stock
DSCI,DERMA SCIENCES INC,ACTIVE,Common Stock
DSCY,DISCOVERY OIL LTD,ACTIVE,Common Stock
DSEN,DATASCENSION INC,ACTIVE,Common Stock
DSFN,DSA FINANCIAL CORP,ACTIVE,Common Stock
DSGS,DESIGN SOURCE INC,ACTIVE,Common Stock
DSHRF,DEVONSHIRE RESOURCES,ACTIVE,Common Stock
DSKA,DUSKA THERAPEUTICS,ACTIVE,Common Stock
DSNS,DIASENSE INC,ACTIVE,Common Stock
DSNY,DESTINY MEDIA TECHNOLOGIES INC,ACTIVE,Common Stock
DSPA,DESIGNER SPORTS,ACTIVE,Common Stock
DSRM,DESERT MINING,ACTIVE,Common Stock
DSRV,DENTALSERV.COM,ACTIVE,Common Stock
DSTV,DESTINATION TELEVISN,ACTIVE,Common Stock
DTMG,DATAMEG CORP,ACTIVE,Common Stock
DTRO,DELTRON INC,ACTIVE,Common Stock
DTTY,DITTYBASE TECHNOLOGS,ACTIVE,Common Stock
DUNM,DUNN MINING INC.,ELIGIBLE,Common Stock
DUSS,DUSSAULT APPAREL INC,ACTIVE,Common Stock
DVBC,DISCOVERY BANCP (CA),ACTIVE,Common Stock
DVCO,DRAVCO MINING INC,ACTIVE,Common Stock
DVLN,DVL INC,ACTIVE,Common Stock
DVLY,DEER VALLEY CORP,ACTIVE,Common Stock
DVNNF,DEVINE ENTERTAINMENT,ACTIVE,Ordinary Shares
DVNTF,DIVERSINET CORP,ACTIVE,Ordinary Shares
DVTS,DIVERSIFIED THERMAL,ACTIVE,Common Stock
DWIS,DINEWISE INC,ACTIVE,Common Stock
DYFR,DAIRY FRESH FARMS,ACTIVE,Common Stock
DYGO,DYNAMIC GOLD CORP,ACTIVE,Common Stock
DYLI,DYNAMIC LEISURE CORP,ACTIVE,Common Stock
DYMC,DYNAMIC ALERT LTD,ACTIVE,Common Stock
DYMTF,DYNAMOTIVE ENERGY SY,ACTIVE,Ordinary Shares
DYNI,DYNAMIC NATURAL RES,ACTIVE,Common Stock
DYNK,DYNTEK INC,ACTIVE,Common Stock
DYNKW,DYNTEK WTS A,ACTIVE,Warrant
DYSL,DYNASIL CORP OF AMERICA,ACTIVE,Common Stock
DYXC,DIASYS CORP,ELIGIBLE,Common Stock
EACC,EAUTOCLAIMS INC,ACTIVE,Common Stock
EACO,EACO CORPORATION,ACTIVE,Common Stock
EAGB,EAGLE BROADBAND INC,ACTIVE,Common Stock
EASB,EASTON BANCORP (MD),ACTIVE,Common Stock
EAUI,EAU TECHNOLOGIES INC,ACTIVE,Common Stock
EAVR,ENDEAVOR EXPLORATION,ACTIVE,Common Stock
EBDC,EBANK FINANCIAL SVCS,ACTIVE,Common Stock
EBIG,EASTBRIDGE INVMT GRP,ACTIVE,Common Stock
EBLC,EARTHBLOCK TECHNOLGS,ACTIVE,Common Stock
EBMT,EAGLE BANCORP (MT),ACTIVE,Common Stock
EBOF,EARTH BIOFUELS INC,ACTIVE,Common Stock
ECCE,ECCO ENERGY CORP,ACTIVE,Common Stock
ECDP,ECO DEPOT INC,ACTIVE,Common Stock
ECDV,EAST COAST DIVRSFD,ACTIVE,Common Stock
ECHR,ECHO RESOURCES INC,ACTIVE,Common Stock
ECMHE,ENCOMPASS HOLDINGS,ACTIVE,Common Stock
ECOC,ECOLOGY COATINGS INC,ACTIVE,Common Stock
ECOO,ECO2 PLASTICS INC,ACTIVE,Common Stock
ECPN,EL CAPITAN PREC MTLS,ACTIVE,Common Stock
ECSR,"ECONOSHARE, INC.",ACTIVE,Common Stock
ECTE,ECHO THERAPEUTICS,ACTIVE,Common Stock
EDFY,EDENTIFY INC,ACTIVE,Common Stock
EDIG,E DIGITAL CORP,ACTIVE,Common Stock
EDLT,EAST DELTA RESOURCES,ACTIVE,Common Stock
EDNE,EDEN ENERGY CORP,ACTIVE,Common Stock
EDVU,ENDEAVOR URANIUM INC,ACTIVE,Common Stock
EDWT,EDGEWATER FOODS INTE,ACTIVE,Common Stock
EDWY,EDOORWAYS CORP,ACTIVE,Common Stock
EEGC,EMPIRE ENERGY CP ITL,ACTIVE,Common Stock
EENR,EXTERRA ENERGY INC,ACTIVE,Common Stock
EENX,"ENERGENX, INC.",ACTIVE,Common Stock
EERG,ETERNAL ENERGY CORP.,ACTIVE,Common Stock
EESC,EASTERN ENVIRMNT SOL,ACTIVE,Common Stock
EESH,EESTECH INC,ACTIVE,Common Stock
EEVT,ENTECH ENVIRONMENTAL,ACTIVE,Common Stock
EFCR,EGPI FIRECREEK INC,ACTIVE,Common Stock
EFPS,EFFECTIVE PROFIT SFW,ELIGIBLE,Common Stock
EFSF,EFOODSAFETY.COM INC,ACTIVE,Common Stock
EFSI,EAGLE FINCL SVCS INC,ACTIVE,Common Stock
EFTI,EARTHFIRST TECHS INC,ACTIVE,Common Stock
EGAN,EGAIN COMM CP,ACTIVE,Common Stock
EGHA,8888 ACQUISITION CP,ACTIVE,Common Stock
EGHC,ENERGROUP HOLDINGS,ACTIVE,Common Stock
EGLF,ELEMENT 21 GOLF CO,ACTIVE,Common Stock
EGLY,EVER GLORY INTL INC,ACTIVE,Common Stock
EGMI,ELECTRONIC GAME CARD,ACTIVE,Common Stock
EGOF,EASY GOLF CORP,ACTIVE,Common Stock
EGRKH,ENTERGY ARKANSAS INC 4.56PFD65,ACTIVE,Preferred Stock
EGRKI,ENTERGY ARKANSAS INC4.72 PFD,ACTIVE,Preferred Stock
EGRKM,ENTERGY ARKANSAS INC 4.56PFD,ACTIVE,Preferred Stock
EGRKN,ENTERGY ARKANSAS INC 4.32PFD,ACTIVE,Preferred Stock
EGSR,ENERGAS RESOURCES DE,ACTIVE,Common Stock
EGTK,ENERGTEK INC,ACTIVE,Common Stock
EGXP,EAGLE EXPLORATION INC(COLO),ACTIVE,Common Stock
EGYKP,ENTERGY ARKANSAS INC 6.08PFD,ACTIVE,Preferred Stock
EHHA,ECHO HEALTHCARE,ACTIVE,Common Stock
EHHAU,ECHO HEALTHCARE UT,ACTIVE,Unit
EHHAW,ECHO HEALTHCARE WT,ACTIVE,Warrant
EHNX,ETHANEX ENERGY INC,ACTIVE,Common Stock
EIPC,ENABLE IPC CORP,ACTIVE,Common Stock
EIVR,EXCELLENCY INVESTEMT,ACTIVE,Common Stock
EJXR,ENERJEX RESOURCES,ACTIVE,Common Stock
EKCS,ELECTRONIC CTL SEC I,ACTIVE,Common Stock
EKFC,EUREKA FINANCIAL CP,ACTIVE,Common Stock
ELAN,"ELANDIA, INC.",ACTIVE,Common Stock
ELDO,ELDORADO ARTESIAN SPRINGS,ACTIVE,Common Stock
ELEC,ELEC COMMUNICATNS CP,ACTIVE,Common Stock
ELGT,ELECTRIC & GAS TECH,ACTIVE,Common Stock
ELHI,EDGELINE HOLDINGS,ACTIVE,Common Stock
ELKO,ELKO VENTURES INC.,ELIGIBLE,Common Stock
ELMA,ELMER BANCORP INC,ACTIVE,Common Stock
ELNOF,EL NINO VENTURES INC,ACTIVE,Ordinary Shares
ELNV,ELAN DEVELOPMENT INC,ELIGIBLE,Common Stock
ELQV,"EL PALENQUE VIVERO,",ACTIVE,Common Stock
ELRA,"ELRAY RESOURCES, INC",ACTIVE,Common Stock
ELRZ,ELITE ARTZ INC,ACTIVE,Common Stock
ELST,ELECTRONIC SYS TECHNOLOGY INC,ACTIVE,Common Stock
EMAN,EMAGIN CORP,ACTIVE,Common Stock
EMCF,EMCLAIRE FINANCIAL CORP,ACTIVE,Common Stock
EMDF,E MED FUTURE INC,ACTIVE,Common Stock
EMDH,EMERGING MEDIA HOLDI,ACTIVE,Common Stock
EMED,MEDCOM USA INC,ACTIVE,Common Stock
EMGP,EMERGENT GROUP INC,ACTIVE,Common Stock
EMHD,EMTA HOLDINGS INC,ACTIVE,Common Stock
EMPR,EMPIRE PETROLEUM,ACTIVE,Common Stock
EMPY,EMPYREAN HOLDINGS,ACTIVE,Common Stock
EMZG,EMAZING INTERACTIVE,ELIGIBLE,Common Stock
ENBN,ENTERPRISE NAT BK NJ,ACTIVE,Common Stock
ENDE,ENDEVCO INC,ACTIVE,Common Stock
ENEI,ENER1 INC,ACTIVE,Common Stock
ENGM,ENIGMA SOFTWARE GRP,ACTIVE,Common Stock
ENGO,EN2GO INTL INC,ACTIVE,Common Stock
ENHT,ENHERENT CORP,ACTIVE,Common Stock
ENVK,ENVIROKARE TECH INC,ACTIVE,Common Stock
ENWN,ENWIN RESOURCES NEW,ACTIVE,Common Stock
ENXTF,ENERGY EXPLORATION,ACTIVE,Ordinary Shares
EPCC,EPIC ENERGY RESOURCE,ACTIVE,Common Stock
EPCG,EPICUS COMMUNIC NEW,ACTIVE,Common Stock
EPGL,EP GLOBAL COMMUNICAT,ACTIVE,Common Stock
EPLN,EPOLIN INC,ACTIVE,Common Stock
EPNB,EPHRATA NATL BK PA,ACTIVE,Common Stock
EPRS,ENTERPRISE INFORMATC,ACTIVE,Common Stock
EQFC,EQUITABLE FINANCIAL,ACTIVE,Common Stock
EQPI,EQUICAP INC,ACTIVE,Common Stock
EQST,ENERGY QUEST INC,ACTIVE,Common Stock
ERFW,ERF WIRELESS INC,ACTIVE,Common Stock
ERHE,ERHC ENERGY INC,ACTIVE,Common Stock
ERMS,EROOMSYSTEM TECH INC,ACTIVE,Common Stock
ERMX,ENTREMETRIX CORP,ACTIVE,Common Stock
EROX,HUMAN PHEROMONE SCI,ACTIVE,Common Stock
ESBS,ES BANCSHARES MD,ACTIVE,Common Stock
ESBSW,ES BANCSHARES MD WT,ACTIVE,Warrant
ESGI,ENSURGE INC,ACTIVE,Common Stock
ESIV,ESSENTIAL INNOVATION,ACTIVE,Common Stock
ESNR,ELECTRONIC SENOR TEC,ACTIVE,Common Stock
ESPH,EXOSPHERE TECHNOLOG,ACTIVE,Common Stock
ESSE,EARTH SEARCH SCIENCE,ACTIVE,Common Stock
ESVH,EASTERN SERVICES HLD,ACTIVE,Common Stock
ESWW,ENVNMTL SOLUTNS WRLDWDE INC,ACTIVE,Common Stock
ETCK,ENERTECK CORPORATION,ACTIVE,Common Stock
ETEC,EMTEC INC,ACTIVE,Common Stock
ETEV,ETHOS ENVIRONMTL NEW,ACTIVE,Common Stock
ETFS,EAST TEXAS FIN SVCS,ACTIVE,Common Stock
ETGMF,ENTOURAGE MINING LTD,ACTIVE,Ordinary Shares
ETHT,ENTHEOS TECHS INC,ACTIVE,Common Stock
ETIFF,EIGER TECH INC,ACTIVE,Ordinary Shares
ETLC,ETELCHARGE.COM INC,ACTIVE,Common Stock
ETLK,ELEPHANT TALK COMM,ACTIVE,Common Stock
ETLS,ETOTALSOURCE INC,ACTIVE,Common Stock
ETLT,ETERNAL TECHS GRP,ACTIVE,Common Stock
ETLY,"ECOTALITY, INC.",ACTIVE,Common Stock
ETWI,ETWINE HOLDINGS INC,ACTIVE,Common Stock
EUEN,EURASIA ENERGY LTD,ACTIVE,Common Stock
EUKO,EUOKO INC,ACTIVE,Common Stock
EUSI,EUGENE SCIENCE INC,ACTIVE,Common Stock
EVCC,ENVIRONMENTAL CONTRL,ACTIVE,Common Stock
EVGG,EVERGREENBANCORP,ACTIVE,Common Stock
EVOGF,EVOLVING GOLD CORP,ACTIVE,Ordinary Shares
EVSCE,ENDOVASC INC,ACTIVE,Common Stock
EVSF,ENVIROSAFE CP NEW,ACTIVE,Common Stock
EVSNF,ELBIT VISION SYS LTD,ACTIVE,Ordinary Shares
EVSP,ENVIRONMENTAL SERV,ACTIVE,Common Stock
EVTN,ENVIRO VORAXIAL TECH,ACTIVE,Common Stock
EWIN,EWORLD INTERACTIVE,ACTIVE,Common Stock
EXCS,EXECUTE SPORTS INC,ACTIVE,Common Stock
EXDG,EXPEDITION LEASING,ACTIVE,Common Stock
EXDL,EXPLORATION DRILLING,ACTIVE,Common Stock
EXGI,EXPLORATIONS GRP INC,ACTIVE,Common Stock
EXGP,EXPERTELLIGENCE INC,ACTIVE,Common Stock
EXLA,EXCLUSIVE APPAREL,ACTIVE,Common Stock
EXNT,ENXNET INC,ACTIVE,Common Stock
EXOT,"EXOTACAR, INC.",ELIGIBLE,Common Stock
EXOU,EXOUSIA ADVANCED MAT,ACTIVE,Common Stock
EXPX,EXPLORTEX ENERGY INC,ACTIVE,Common Stock
EXSR,EXCHANGE BK (CA),ACTIVE,Common Stock
EYGFI,ENTERGY GULF STS INC $4.20,ACTIVE,Preferred Stock
EYGFN,ENTERGY GULF STS INC $7.56,ACTIVE,Preferred Stock
EYGFO,ENTERGY GULF STS INC $4.44,ACTIVE,Preferred Stock
EYGUO,ENTERGY GULF  6.08,ACTIVE,Preferred Stock
EYII,EYI INDUSTRIES INC,ACTIVE,Common Stock
EYMSM,ENTERGY MISS INC 4.92 PFD,ACTIVE,Preferred Stock
EYMSN,ENTERGY MISS INC 4.36  PFD,ACTIVE,Preferred Stock
EYMSP,ENTERGY MISS INC 4.56 PFD,ACTIVE,Preferred Stock
EYNNQ,ENTERGY NEW OR 5.56,ACTIVE,Preferred Stock
EYNOQ,ENTERGY NEW ORL 4.75,ACTIVE,Preferred Stock
EYNPQ,ENTERGY NEW ORL 4.36,ACTIVE,Preferred Stock
EZEN,EZENIA INC,ACTIVE,Common Stock
FASC,FIRST AMERICAN SCIEN,ACTIVE,Common Stock
FBAK,FIRST NATL BK ALASKA,ACTIVE,Common Stock
FBBF,FREEDOM BK (FL),ACTIVE,Common Stock
FBBN,FIRST BUSINESS BK CA,ACTIVE,Common Stock
FBCI,FIRST BANKING CENTER,ACTIVE,Common Stock
FBCP,FOUNDERS BANCORP CA,ACTIVE,Common Stock
FBFS,FIRSTBANK FINL SVCS,ACTIVE,Common Stock
FBOD,FIRST BANK OF DE,ACTIVE,Common Stock
FBOO,FIRST BANK OF OHIO,ACTIVE,Common Stock
FCAR,FIRST CAROLINA INVTR,ACTIVE,Common Stock
FCBI,FREDERICK COUNTY MD,ACTIVE,Common Stock
FCBN,FIRST CITIZENS SC CM,ACTIVE,Common Stock
FCBS,FIRST CENTURY BNKSHRS INC,ACTIVE,Common Stock
FCBZ,FC BANC CORP (OH),ACTIVE,Common Stock
FCCC,FIRST COMMERC BCP CA,ACTIVE,Common Stock
FCCG,FOG CUTTER CAP GRP#,ACTIVE,Common Stock
FCCT,FIRST COMMUNITY CORP,ACTIVE,Common Stock
FCCTO,FIRST COMNTY CORP B,ACTIVE,Preferred Stock
FCCTP,FIRST COMNTY CORP A,ACTIVE,Preferred Stock
FCEC,FIRST CHESTER COUTNY CORP,ACTIVE,Common Stock
FCEN,1ST CENTENNIAL BCP,ACTIVE,Common Stock
FCGA,FIRST COMMERCE CMTY,ACTIVE,Common Stock
FCIC,FCCC INC,ACTIVE,Common Stock
FCMP,FIRST COMMUNITY FINL,ACTIVE,Common Stock
FCNA,1ST CENTURY BANK CA,ACTIVE,Common Stock
FCNCB,FIRST CITIZENS BKS B,ACTIVE,Common Stock
FCNR,FALCON RIDGE DEVELMT,ACTIVE,Common Stock
FCOB,1ST COLONIAL BCP PA,ACTIVE,Common Stock
FCON,FINANCIALCONTENT INC,ACTIVE,Common Stock
FCPL,FORME CAPITAL INC,ACTIVE,Common Stock
FCPN,FIRST CAPITAL IN,ACTIVE,Common Stock
FCPOG,FACTORY CARD WT D,ACTIVE,Warrant
FCPOL,FACTORY CARD WT C,ACTIVE,Warrant
FCPOZ,FACTORY CARD WT B,ACTIVE,Warrant
FCSB,FOCUS BUSINESS BK CA,ACTIVE,Common Stock
FCTOA,FACT CORP CL A,ACTIVE,Common Stock
FCWT,FIRST COWETA BANK,ACTIVE,Common Stock
FDBC,FIDELITY D & D BANCORP INC,ACTIVE,Common Stock
FDMLQ,FEDERAL MOGUL CORP,ACTIVE,Common Stock
FDOG,FAMOUS UNCLE AL'S,ACTIVE,Common Stock
FDRA,FOLDERA INC,ACTIVE,Common Stock
FDRE,FREEDOM RESOURCE,ACTIVE,Common Stock
FDVA,FREEDOM BANK OF VA,ACTIVE,Common Stock
FDVE,FLEURS DE VIE INC,ACTIVE,Common Stock
FECOF,FEC RESOURCES INC,ACTIVE,Ordinary Shares
FEEC,FAR EAST ENERGY CORP,ACTIVE,Common Stock
FENB,1ST ENTERPRISE BK CA,ACTIVE,Common Stock
FETM,FENTURA FINL INC,ACTIVE,Common Stock
FFBU,FIT FOR BUSINESS INT,ACTIVE,Common Stock
FFDH,FORTIFIED HOLDINGS,ACTIVE,Common Stock
FFFC,FASTFUNDS FINL CORP,ACTIVE,Common Stock
FFGR,FREEDOM FINL GROUP,ACTIVE,Common Stock
FFLT,FIRSTFLIGHT INC,ACTIVE,Common Stock
FFSL,FIRST INDEPENDENCE,ACTIVE,Common Stock
FFWC,F F W CP,ACTIVE,Common Stock
FGAM,FORTUNA GAMING CORP.,ACTIVE,Common Stock
FGFH,FORESIGHT FINANCIAL,ACTIVE,Common Stock
FGHH,FLAGSHIP GLOBAL HEAL,ACTIVE,Common Stock
FGIV,FIRST GROWTH INVS,ACTIVE,Common Stock
FGMG,FLORIDA GAMING NEW,ACTIVE,Common Stock
FGOC,FIRSTGOLD CORP,ACTIVE,Common Stock
FGOVF,FREEGOLD VENTURES,ACTIVE,Ordinary Shares
FGWI,5G WIRELESS COMMS,ACTIVE,Common Stock
FHHI,THE FASHION HOUSE HO,ACTIVE,Common Stock
FHLB,FRIENDLY HILLS BK,ACTIVE,Common Stock
FIBP,FIRST INTERNET BANCP,ACTIVE,Common Stock
FIDS,FNB INC -DENNISON OH,ACTIVE,Common Stock
FIEB,FIRST INTCTNTL BK GA,ACTIVE,Common Stock
FIFS,FIRST INV FIN SVC,ACTIVE,Common Stock
FIIH,FIIC HOLDINGS INC,ACTIVE,Common Stock
FIND,FINDEX.COM INC,ACTIVE,Common Stock
FISB,1ST CAPITAL BANK CA,ACTIVE,Common Stock
FIWC,FIRST IPSWICH BCP MA,ACTIVE,Common Stock
FJCCP,FEDDERS CORP A,ACTIVE,Preferred Stock
FKLR,FRANKLIN LAKE RES NV,ACTIVE,Common Stock
FKLT,FRANKLIN TELECOMM CP,ACTIVE,Common Stock
FKYS,FIRST KEYSTONE CORP,ACTIVE,Common Stock
FLCM,FLORIDA CMNTY BANKS,ACTIVE,Common Stock
FLCR,FULLCIRCLE REGISTRY,ACTIVE,Common Stock
FLFL,FIRST LITCHFIELD FINCL CORP,ACTIVE,Common Stock
FLIP,FTS GROUP INC,ACTIVE,Common Stock
FLMS,FLM MINERALS INC.,ACTIVE,Common Stock
FLTB,FLATBUSH FEDERAL BCP,ACTIVE,Common Stock
FLTG,FILTERING ASSOCIATES,ACTIVE,Common Stock
FLWE,FELLOWS ENERGY LTD,ACTIVE,Common Stock
FLXT,FLEXPOINT SENSOR SYS,ACTIVE,Common Stock
FMAO,FARMERS & MERCH BANC,ACTIVE,Common Stock
FMBH,FIRST MID ILL BANCSHARES INC,ACTIVE,Common Stock
FMBL,FARMERS & MERCH BK,ACTIVE,Common Stock
FMBM,F & M BANK CORP (VA),ACTIVE,Common Stock
FMBN,FARMERS & MERCH IOWA,ACTIVE,Common Stock
FMBP,FIRST MOUNTAIN BCP,ACTIVE,Common Stock
FMCB,FARMERS & MERCH BCP,ACTIVE,Common Stock
FMEDE,FRESH IDEAS MEDIA,ELIGIBLE,Common Stock
FMFG,FARMERS&MERCHNT BK F,ACTIVE,Common Stock
FMFK,FIRST MONTAUK FINCL CORP,ACTIVE,Common Stock
FMGQU,FMG ACQUISITION UNIT,ELIGIBLE,Unit
FMLYE,FAMILY ROM ENT CORP,ACTIVE,Common Stock
FMMH,FREMONT MICHIGAN INS,ELIGIBLE,Common Stock
FMNB,FARMERS NATL BANC CORP OH,ACTIVE,Common Stock
FMWC,FIRST MANITOWOC NEW,ACTIVE,Common Stock
FNBG,FNB BANCORP (CA),ACTIVE,Common Stock
FNCB,FIRST NATL COMM BCP,ACTIVE,Common Stock
FNDS,FUNDSTECH CORP.,ACTIVE,Common Stock
FNDW,FIND THE WRLD INTRCT,ACTIVE,Common Stock
FNFI,FIRST NILES FINL,ACTIVE,Common Stock
FNGP,FINANCIAL MEDIA GRP,ACTIVE,Common Stock
FNHM,FNBH BANCORP (MI),ACTIVE,Common Stock
FNIX,FONIX CORP NEW,ACTIVE,Common Stock
FNMM,FINMETAL MINING LTD,ACTIVE,Common Stock
